2.871380210998469185e+00,3.608641535344590068e+01,8.336845737757171548e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872072657234937321e+00,3.608449724349514298e+01,8.336603488626646197e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.872133935662861681e+00,3.608501386090399876e+01,8.336668734856716867e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.872194935552578432e+00,3.608804705589426476e+01,8.337051817653639318e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872255378365662803e+00,3.608860344907551365e+01,8.337122089298564731e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872315821178747175e+00,3.608912007167265301e+01,8.337187338246474155e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872377099606780337e+00,3.608967396835518571e+01,8.337257295164681636e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872438099496388286e+00,3.609019049299283211e+01,8.337322532278261633e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872499377924421449e+00,3.609074688898092376e+01,8.337392805437801258e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872560656352345809e+00,3.608882625947212830e+01,8.337150230010166752e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.872621934780378972e+00,3.608938515203796982e+01,8.337220817747966350e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.872682656131779311e+00,3.609237870915684709e+01,8.337598907078802313e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872743656021496061e+00,3.609293251058872443e+01,8.337668853722877316e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872806048602685181e+00,3.609348891073058496e+01,8.337739128891813323e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872865655800820761e+00,3.609400554003798334e+01,8.337804381143313037e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872928048382118682e+00,3.609460411157801474e+01,8.337879983336198109e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.872988491195094252e+00,3.609264129343920047e+01,8.337632072158686469e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.873046427163442385e+00,3.609315792162580294e+01,8.337697323842337482e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.873107705591366301e+00,3.609867065156138466e+01,8.338393614287896582e+01,7.599166666666666181e+00,3.185250000000000270e+01
2.873169541096031843e+00,3.609671031132268126e+01,8.338146008312300239e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873230540985639792e+00,3.609726421827053855e+01,8.338215970619658890e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873291819413672510e+00,3.609782052470524860e+01,8.338286236299761356e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873352819303389705e+00,3.609838192846821414e+01,8.338357146116373997e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873417718729423864e+00,3.609893573791007526e+01,8.338427097009963518e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873478440080824647e+00,3.609701516802358157e+01,8.338184513801006403e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.873539161432224986e+00,3.609757147410392975e+01,8.338254779301378505e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.873599047168568621e+00,3.610303959686561370e+01,8.338945458992157000e+01,7.599166666666666181e+00,3.185250000000000270e+01
2.873660882673233719e+00,3.610112150517986151e+01,8.338703181125040942e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873721325486318090e+00,3.610164064317224586e+01,8.338768754093925395e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873783439529299599e+00,3.610219445722729859e+01,8.338838707329310296e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873844160880592025e+00,3.610274837218882737e+01,8.338908673609513755e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873905996385148320e+00,3.610330468642222002e+01,8.338978943248447706e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.873966717736657461e+00,3.610138659343717649e+01,8.338736664721429293e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.874027439087949887e+00,3.610190323317939942e+01,8.338801922266104327e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.874088438977666193e+00,3.610741358796354916e+01,8.339497959681311556e+01,7.599166666666666181e+00,3.185250000000000270e+01
2.874149995944015767e+00,3.610549797297688457e+01,8.339255986475413351e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874211831448572063e+00,3.610604689585164806e+01,8.339325323961050174e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874272274261656879e+00,3.610656594049998347e+01,8.339390887633027205e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874333274151373185e+00,3.610712236003351450e+01,8.339461172645010834e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874394552579297990e+00,3.610767868023345528e+01,8.339531445411594746e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874454995392382362e+00,3.610571829487093254e+01,8.339283816517625780e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.874516830897047459e+00,3.610627221481828286e+01,8.339353785331580582e+01,7.599722222222221824e+00,3.185250000000000270e+01
2.874577273710023473e+00,3.611178512923724782e+01,8.340050169578056227e+01,7.599166666666666181e+00,3.185250000000000270e+01
2.874639387753004538e+00,3.610982472332896265e+01,8.339802530229715671e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874700387642721733e+00,3.611037864908240635e+01,8.339872501997420784e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874761666070645649e+00,3.611093497390553608e+01,8.339942777116617378e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874822944498678812e+00,3.611145162649135187e+01,8.340008041097553360e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874884780003343909e+00,3.611204782617064524e+01,8.340083353856996951e+01,7.599444444444444002e+00,3.185250000000000270e+01
2.874945501354635891e+00,3.611008981723015410e+01,8.339836016790056306e+01,7.599722222222221824e+00,3.185250000000000270e+01
